"2020/12/16 6:29:23 PM UTC+1","garfield","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/b0288430-3fc3-11eb-a7b8-1fc62d2a7a27/458506869/garfield.zip","no"
"2020/12/16 8:31:49 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:49 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:49 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:49 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:50 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:50 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:50 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:50 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:51 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:31:51 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/d9009c30-3fd2-11eb-8545-fbba92004a00/458506869/smart_calculator_Ptol%C3%A9m%C3%A9eSense8_v2.zip","We encountered a lot of problems during the development of this application, mainly due to the UI interface. Building the application itself was ok, but the UI was very difficult. The problem is that some components depend on others, so when we want to update the base components, it can induce some problems since there are components that depend on them. In the same fashion, the order of contexts can be important, since the first components to be activated must be the base ones.
Furthermore, we have a lot of runtime problems when switching from some contexts to others, but this does not make any sense as some scenarios sometimes bring problems and sometimes not."
"2020/12/16 8:58:40 PM UTC+1","Bruce Wayne","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/c3ac0ad0-3fd8-11eb-8dc7-63b1a90613ab/458506869/smart_calculator.zip",""
"2020/12/16 9:24:33 PM UTC+1","ilfautquonsenrappelle","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/4ffa17f0-3fdb-11eb-a508-55dde1413feb/458506869/smart_messenger_ilfautquonsenrappelle_v2.zip","No :) "
"2020/12/16 10:18:22 PM UTC+1","","",""
"2020/12/16 10:31:25 PM UTC+1","Little Nemo","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/39e9a940-3fe4-11eb-8a44-f5fd2df796ae/458506869/smart_calculator_Little_Nemo.zip",""
"2020/12/16 11:24:41 PM UTC+1","Les Fifous","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/2562dd40-3fec-11eb-baa2-3b48faeb301c/458506869/smart_messenger_Les_Fifous.zip",""
"2020/12/16 11:27:56 PM UTC+1","Bruce Wayne","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/4619ff40-3fed-11eb-88d3-051185cf4001/458506869/smart_calculator_Bruce_Wayne_v2.zip",""
"2020/12/16 11:33:53 PM UTC+1","supertintin","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/2ec8a5c0-3fee-11eb-a43f-c120bafb2a24/458506869/smart_messenger_supertintin.zip","This is an interesting language. However, we found difficult to get into it and to understand the global structure. Some errors were also cryptic, which wasn't helping us much when we were in trouble, trying to understand why our implementation wasn't working."
"2020/12/16 11:46:05 PM UTC+1","","",""
"2020/12/16 11:49:13 PM UTC+1","Neth","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/7b0afa30-3ff0-11eb-b0b4-f9c8840089cb/458506869/smart_calculator_Neth.zip","We lost a lot of time with some key point of the language like the prolog module vs class, (observable and singleton) "
"2020/12/16 11:53:40 PM UTC+1","Chips","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/c9db5e70-3ff0-11eb-b0b4-f9c8840089cb/458506869/smart_messenger_Chips_v2.zip","The 'src' folder has been slightly modified to add interesting GUI elements such as images or textfields. The app 'smart_messenger' won't work by itself if the exact same 'src' folder isn't provided with it."
"2020/12/17 12:10:33 PM UTC+1","Gandalf","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/1c23cca0-4058-11eb-bd1e-a9796b1b1806/458506869/smart_calculator_gandalf_v2.zip",""
"2020/12/17 3:36:20 PM UTC+1","Les Bambinos de l'Espace","https://formfacade.com/uploaded/1FAIpQLSdwfvzYtE4dNag59sXQ5mmflR6-14TIq0yY05-LIws5gagM9Q/ea1faae0-4074-11eb-b671-c76a940bb159/458506869/Smart_calculator_les_bambinos_de_l_espace.zip",""
