"2020/10/05 4:15:54 PM UTC+1","BulldOzer","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/9db5ace0-071c-11eb-ba1b-b7f7ef4388d9/894292623/group_bulldOzer_smart_calculator.pdf","4","1. Define the set of features 2. Define the context 3. Compare the two and refine if needed 4. Define lexicon 5. Design features diagram (featureIDE) 6. Design context diagram (featureIDE) 7. Map the two diagrams (drawIO) "
"2020/10/05 8:54:02 PM UTC+1","PtoléméeSense8","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/652e0f20-0744-11eb-b468-8dcf6da39a0c/894292623/first-design-Ptol%C3%A9m%C3%A9eSense8.pdf","3","1) We started by thinking about what we wanted the application to be able to do in different contexts. In a lot of our thinking, we first thoughts of different contexts and what features we would like to have in this situation. For example, I could be in a meeting/driving/walking towards my friend's house. What do I want my app to do then? During that step, we took notes on the different contexts and the different features related to them. (Our notes were organized context by context.) 2) We design the context model diagram. (Easy because our notes were organized that way) 3) We designed the feature model diagram. (Not as straight-forward because related features were sometimes at different places in our notes.) 4) We draw the mapping between the contexts and the features. This also helped us better understand what contexts and features would make more sense we continued to modify the context diagram and feature diagram a little bit. 5) We wrote the lexicon, containing all the non obvious terms of our context-oriented feature model, the explainations for the mapping relationships and the priority levels for the texts. Those are all informations that were already rather clear for us and we just had to write it down. Note: We kept on making some minor changes throughout the whole process as new idea and comprehension arised. "
"2020/10/06 8:42:00 AM UTC+1","anonymous ultima ","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/3fcd8050-07a6-11eb-9465-4bacb1d5d4e7/894292623/first_design_anonymous_ultima.pdf","4","we have listed all the features and the context. After, we made the links between features and context. Then, we have created the context model and features model separatly. Finaly, both models are regrouped."
"2020/10/06 9:50:52 AM UTC+1","Bruce_Wayne_Clark_Kent","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/bbd21d00-07b0-11eb-a323-a33f5c33efd5/894292623/first_design_Bruce_Wayne_Clark_Kent.pdf","4","We did not follow a specific approach"
"2020/10/06 10:02:51 AM UTC+1","ilfautquonsenrappelle","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/4b843220-07b2-11eb-ba5a-15b57aa4e790/894292623/first_design_ilfautquonsenrappelle.pdf","4","We did not follow a specific approach i think but we talked about the product (calculator) and we thought like a user. We discussed about what the user want for his calculator and what differents users could want a calculator. Maybe it's an approach... "
"2020/10/06 11:14:51 AM UTC+1","Les Bambinos de l'Espace","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/412c7210-07bc-11eb-94c1-b3bd8e9cd30c/894292623/first_design_Les%20Bambinos%20de%20l'Espace.pdf","2","We did not follow a specific approach."
"2020/10/06 3:21:22 PM UTC+1","Little Nemo","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/59251a30-07de-11eb-874f-01e79a66165f/894292623/first_design_Little_Nemo.pdf","3","First, we have thought about all the contexts in which someone could use the app, every place it can be used, every thing we could do at the same time, every difference between the users. Then we have listed all the possible feature for such an app. Then we have thought about which contexts could influence the feature and their using, and build relations between contexts and features."
"2020/10/06 5:10:45 PM UTC+1","SuperTintin","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/1c536390-07ee-11eb-8c91-a11d2de82fef/894292623/first_design_supertintin.pdf","2","We started by thinking about all the features. Once we had found them all, we looked for the concepts. Unfortunately, we didn't quite understand how to link the two."
"2020/10/06 5:32:32 PM UTC+1","SwMaintAnon","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/2cd6f5d0-07f1-11eb-a3f3-dbb7919ea1a0/894292623/first_design_SwMaintAnon.pdf","4","We started first with the requirements of the smart app, and the most significant features. After that we started to think of different contexts that could modify the behaviour of the system, and added additional features that we hadn't thought about previously."
"2020/10/06 6:21:27 PM UTC+1","Neth","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/1bcf1ec0-07f6-11eb-b503-35f3d18323c0/894292623/first_design_Neth.pdf","3","We first started by defining the possible contexts for our application. When we couldn't think of another context, and after creating our context model, we started creating the feature model. We first wanted to create features linked to the contexts, and we had some difficulties : we didn't knwo if we had to create features that could help in being aware of the context (for example: creating a ""light sensor"" feature to detect a ""Sunny"" context) or just features that would be impacted by the context (with the ""sunny"" context, the feature ""light theme"" should be activated). As we weren't sure, we created other features, not especially linked with existing context. After that, we opted for the second option : linking contexts to the features which are impacted by that feature."
"2020/10/06 6:58:51 PM UTC+1","SOFT21G","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/9980a4f0-07fc-11eb-8972-3d96292ef4e2/894292623/first_design_SOFT21G.pdf","3","We did not follow a specofic approach "
"2020/10/06 6:59:30 PM UTC+1","SOFT21G ","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/52f39eb0-07fd-11eb-97e2-a74bf9eb02bb/894292623/first_design_SOFT21G.pdf","3","a"
"2020/10/06 10:19:01 PM UTC+1","chips","https://formfacade.com/uploaded/1FAIpQLSc7DPUgrMmuJa5wFsrF8zMFbygZ4RXeMRgL-JWt8YYuEDYRsA/64ce5320-0819-11eb-aa71-f1bd2ef3aa04/894292623/LINGI2252___Mission_2.pdf","2","We first designed the feature model and then thought of the different contexts and how they relate to the features"
